bootstrap,35,12920,13286,11,9,54,123,84368
bootstrap,34,15122,13286,11,9,54,123,84304
bootstrap,33,16307,15474,11,9,54,123,84384
bootstrap,32,17691,15474,11,9,54,123,84384
bootstrap,35,13100,13464,11,9,54,122,84384
bootstrap,34,15482,13464,11,9,54,122,84304
bootstrap,33,16722,13464,11,9,54,122,84352
bootstrap,32,17972,13464,11,9,54,122,84368
bootstrap,31,19222,13464,11,9,54,122,84320
bootstrap,30,20477,13464,11,9,54,122,84400
bootstrap,29,21732,13464,11,9,54,122,84368
bootstrap,28,22962,13464,11,9,54,122,84368
bootstrap,27,24198,13464,11,9,54,122,84384
bootstrap,26,25438,13464,11,9,54,122,84352
bootstrap,25,26694,13464,11,9,54,122,84288
bootstrap,24,27951,13464,11,9,54,122,84384
bootstrap,23,29189,13464,11,9,54,122,84336
bootstrap,22,30439,13464,11,9,54,122,84336
bootstrap,21,31670,13464,11,9,54,122,84336
bootstrap,20,32910,13464,11,9,54,122,84384
bootstrap,19,34113,33264,11,9,54,119,84368
bootstrap,18,35312,34463,11,9,54,122,84304
bootstrap,17,36561,34463,11,9,54,123,84352
bootstrap,16,37802,34463,11,9,54,123,84304
bootstrap,15,39062,34463,11,9,54,123,84384
bootstrap,14,40322,34463,11,9,54,123,84352
bootstrap,13,41552,34463,11,9,54,122,84336
bootstrap,12,42797,34463,11,9,54,123,84352
bootstrap,11,44053,34463,11,9,54,123,84400
bootstrap,10,45293,34463,11,9,54,123,84368
bootstrap,9,46554,34463,11,9,54,123,84336
bootstrap,8,47809,34463,11,9,54,123,84352
bootstrap,7,49055,34463,11,9,54,123,84416
bootstrap,6,50305,34463,11,9,54,123,84352
bootstrap,5,51541,34463,11,9,54,123,84352
bootstrap,4,52791,34463,11,9,54,123,84400
bootstrap,3,54052,34463,11,9,54,123,84368
bootstrap,2,55302,34463,11,9,54,123,84352
bootstrap,1,56546,34463,11,9,54,123,84416
ping,35,60813,None,11,-1,-1,123,84304
ping,34,72165,72483,11,5,46,123,84208
ping,33,74411,None,11,5,46,123,84176
ping,32,85665,85970,11,5,46,123,84256
ping,31,87901,88200,11,5,46,123,84224
ping,30,90126,90435,11,5,46,123,84176
ping,29,92365,92671,11,5,46,123,84224
ping,28,94626,94933,11,5,46,123,84240
ping,27,96852,97150,11,5,46,123,84160
ping,26,99095,99401,11,5,46,123,84144
ping,25,101355,101660,11,5,46,123,84208
ping,24,103585,103890,11,5,46,123,84224
ping,23,105775,106081,11,5,46,123,84224
ping,22,108035,None,11,5,46,123,84160
ping,21,119315,119624,11,5,46,123,84256
ping,20,121545,121850,11,5,46,123,84192
ping,19,123775,124080,11,5,46,123,84240
ping,18,126035,126340,11,5,46,123,84224
ping,17,130005,130310,11,5,46,123,84208
ping,16,132236,132540,11,5,46,123,84192
ping,15,134467,134775,11,5,46,123,84208
ping,14,136705,137010,11,5,46,123,84160
ping,13,138905,139210,11,5,46,123,84160
ping,12,141147,141451,11,5,46,123,84176
ping,11,143325,143630,11,5,46,123,84160
ping,10,145517,145820,11,5,46,124,84208
ping,9,147763,148070,11,5,46,123,84208
ping,8,149951,150251,11,5,46,123,84176
ping,7,152175,152486,11,5,46,123,84208
ping,6,154375,154681,11,5,46,123,84144
ping,5,156565,156871,11,5,46,123,84224
ping,4,158800,159100,11,5,46,123,84208
ping,3,160996,161305,11,5,46,123,84144
ping,2,163221,163521,11,5,46,124,84160
ping,1,165405,165714,11,5,46,123,84160
ping,35,167644,168208,11,50,136,123,84176
ping,34,169895,170467,11,50,136,124,84144
ping,33,172148,172717,11,50,136,124,84176
ping,32,174375,174947,11,50,136,124,84192
ping,31,176622,177187,11,50,136,123,84144
ping,30,178875,179447,11,50,136,123,84112
ping,29,181125,181697,11,50,136,123,84096
ping,28,183375,183947,11,50,136,123,84160
ping,27,185648,186228,11,50,136,123,84160
ping,26,187905,188477,11,50,136,124,84080
ping,25,190135,190707,11,50,136,124,84192
ping,24,192385,192957,11,50,136,124,84160
ping,23,194655,195227,11,50,136,124,84144
ping,22,196910,197487,11,50,136,123,84128
ping,21,199171,199747,11,50,136,124,84176
ping,20,201425,201997,11,50,136,123,84160
ping,19,203675,204247,11,50,136,123,84160
ping,18,205934,206507,11,50,136,123,84128
ping,17,208182,208757,11,50,136,123,84208
ping,16,210425,None,11,50,136,123,84144
ping,15,221748,222323,11,50,136,124,84112
ping,14,224008,224581,11,50,136,124,84160
ping,13,226265,226841,11,50,136,124,84096
ping,12,228519,229092,11,50,136,124,84160
ping,11,230785,231357,11,50,136,123,84160
ping,10,233029,233602,11,50,136,123,84160
ping,9,235305,235877,11,50,136,124,84128
ping,8,237565,238137,11,50,136,123,84176
ping,7,239740,240318,11,50,136,124,84128
ping,6,241905,242477,11,50,136,124,84128
ping,5,244085,244658,11,50,136,124,84160
ping,4,246319,246887,11,50,136,123,84128
ping,3,248525,249097,11,50,136,124,84160
ping,2,250759,251327,11,50,136,124,84144
ping,1,252985,253562,11,50,136,124,84160
ping,35,255218,None,11,50,136,124,84096
ping,34,266471,None,11,50,136,124,84144
ping,33,277775,278601,11,100,236,124,84128
ping,32,280035,280870,11,100,236,124,84112
ping,31,282275,283101,11,100,236,124,84112
ping,30,284492,285314,11,100,236,124,84064
ping,29,286725,287555,11,100,236,124,84112
ping,28,288955,289790,11,100,236,124,84096
ping,27,291185,292010,11,100,236,124,84144
ping,26,293423,294260,11,100,236,124,84144
ping,25,295644,296475,11,100,236,123,84128
ping,24,297885,298715,11,100,236,123,84144
ping,23,300148,301000,11,100,236,124,84128
ping,22,302385,303224,11,100,236,123,84128
ping,21,304615,305460,11,100,236,124,84128
ping,20,306865,307690,11,100,236,124,84048
ping,19,309105,309930,11,100,236,124,84144
ping,18,311335,312160,11,100,236,124,84128
ping,17,313567,314401,11,100,236,124,84144
ping,16,315801,316635,11,100,236,124,84096
ping,15,318059,318903,11,100,236,123,84096
ping,14,320302,321154,11,100,236,123,84112
ping,13,322527,323350,11,100,236,124,84144
ping,12,324748,325580,11,100,236,124,84064
ping,11,326985,327813,11,100,236,124,84096
ping,10,329213,330054,11,100,236,124,84064
ping,9,331449,332280,11,100,236,124,84096
ping,8,333711,334555,11,100,236,124,84064
ping,7,335975,336802,11,100,236,124,84080
ping,6,338205,339030,11,100,236,123,84144
ping,5,340460,341290,11,100,236,124,84096
ping,4,342695,343520,11,100,236,124,84112
ping,3,344938,345770,11,100,236,124,84080
ping,2,347165,347990,11,100,236,124,84112
ping,1,349398,350225,11,100,236,124,84128
ping,35,351652,353276,11,150,336,124,84080
ping,34,354927,356546,11,150,336,124,84080
ping,33,358165,359796,11,150,336,124,84032
ping,32,361393,None,11,150,336,124,83984
ping,31,372695,374316,11,150,336,124,83984
ping,30,375926,377546,11,150,336,124,84000
ping,29,379203,380826,11,150,336,124,84064
ping,28,382459,384086,11,150,336,124,84064
ping,27,385724,387346,11,150,336,124,84048
ping,26,389007,390627,11,150,336,124,84080
ping,25,392255,None,11,150,336,124,84032
ping,24,403555,405196,11,150,336,124,84032
ping,23,406796,408416,11,150,336,124,84048
ping,22,410065,411687,11,150,336,124,84048
ping,21,413302,414916,11,150,336,124,83984
ping,20,416573,418195,11,150,336,124,84080
ping,19,419835,None,11,150,336,124,84032
ping,18,431135,432772,11,150,336,124,84048
ping,17,434370,435986,11,150,336,124,84096
ping,16,437638,439256,11,150,336,124,84080
ping,15,440885,442516,11,150,336,124,84064
ping,14,445915,447537,11,150,336,124,84080
ping,13,449165,450790,11,150,336,124,84080
ping,12,452422,454036,11,150,336,124,84080
ping,11,455710,457329,11,150,336,123,84032
ping,10,458930,460546,11,150,336,124,84032
ping,9,462174,463808,11,150,336,124,84016
ping,8,465425,467046,11,150,336,123,84032
ping,7,468700,470316,11,150,336,124,84032
ping,6,471979,473596,11,150,336,124,84064
ping,5,475215,476836,11,150,336,123,84064
ping,4,478475,480106,11,150,336,123,84080
ping,3,481735,483367,11,150,336,123,84064
ping,2,484978,486596,11,150,336,123,84112
ping,1,488258,489876,11,150,336,123,84080
ping,35,491505,493384,11,200,436,123,84000
ping,34,494786,496665,11,200,436,123,83984
ping,33,498035,499910,11,200,436,122,84032
ping,32,501275,None,11,200,436,123,83776
ping,31,512575,514450,11,301,638,123,83904
ping,30,515855,None,11,301,638,123,83888
ping,29,527155,529032,11,200,436,123,83984
ping,28,530396,532270,11,200,436,123,83968
ping,27,533655,535531,11,200,436,123,84016
ping,26,536935,538810,11,200,436,123,83968
ping,25,540198,542070,11,200,436,123,84000
ping,24,543468,545340,11,200,436,124,84032
ping,23,546741,548610,11,200,436,121,84000
ping,22,550006,551880,11,200,436,123,83968
ping,21,553263,555143,11,200,436,124,84032
ping,20,556509,558370,11,200,436,123,84016
ping,19,559769,561650,11,200,436,123,84016
ping,18,563085,564964,11,200,436,124,84000
ping,17,566335,568210,11,200,436,123,84000
ping,16,569567,571440,11,200,436,124,84032
ping,15,572788,574670,11,200,436,124,83952
ping,14,576025,577911,11,200,436,124,84016
ping,13,579238,581110,11,200,436,123,83952
ping,12,582455,584340,11,200,436,123,84032
ping,11,585689,587550,11,200,436,123,84016
ping,10,588918,590800,11,200,436,124,84016
ping,9,592185,594060,11,200,436,124,84032
ping,8,595415,597280,11,200,436,124,84000
ping,7,598652,600520,11,200,436,124,83984
ping,6,601865,603740,11,200,436,124,84032
ping,5,605093,606971,11,200,436,124,84016
ping,4,608331,610200,11,200,436,123,84016
ping,3,611553,613420,11,200,436,124,83968
ping,2,614792,616660,11,200,436,124,84032
ping,1,618023,619890,11,200,436,124,84000
ping,35,621245,623930,11,250,536,123,83952
ping,34,625484,628179,11,250,536,123,83952
ping,33,629714,632400,11,250,536,123,83920
ping,32,633964,636643,11,250,536,123,83968
ping,31,638185,640879,11,250,536,123,83952
ping,30,642444,645109,11,250,536,123,83984
ping,29,646685,649352,11,250,536,123,83968
ping,28,650947,653635,11,250,536,124,83952
ping,27,655175,657851,11,250,536,123,83952
ping,26,659416,662079,11,250,536,123,83968
ping,25,663636,666310,11,250,536,123,83984
ping,24,667887,670549,11,250,536,123,83936
ping,23,672127,674789,11,250,536,123,83984
ping,22,676375,679043,11,250,536,123,83984
ping,21,680618,683289,11,250,536,123,83952
ping,20,684875,687549,11,250,536,123,83920
ping,19,689115,691779,11,250,536,123,83936
ping,18,693353,696019,11,250,536,123,83952
ping,17,697619,700299,11,250,536,123,83984
ping,16,701855,704549,11,250,536,123,83936
ping,15,706120,708799,11,250,536,123,83952
ping,14,710375,713069,11,250,536,123,83984
ping,13,714655,None,11,250,536,123,83952
ping,12,725961,728630,11,250,536,123,83968
ping,11,730182,732859,11,250,536,123,83952
ping,10,734426,737103,11,250,536,123,83968
ping,9,738662,741349,11,250,536,123,84016
ping,8,742904,745579,11,250,536,123,83936
ping,7,747164,None,11,250,536,123,83920
ping,6,758465,761151,11,250,536,123,83968
ping,5,762723,765399,11,250,536,123,83952
ping,4,766995,769689,11,250,536,123,83920
ping,3,771234,773929,11,250,536,123,83936
ping,2,775495,778179,11,250,536,123,83920
ping,1,779745,782429,11,250,536,123,83936
ping,35,784005,786919,11,300,636,123,83888
ping,34,788265,791174,11,300,636,123,83872
ping,33,792535,795439,11,300,636,123,83920
ping,32,796815,799719,11,300,636,123,83936
ping,31,801105,804019,11,300,636,123,83936
ping,30,805585,808489,11,300,636,123,83872
ping,29,809848,812749,11,300,636,123,83904
ping,28,814082,816999,11,300,636,123,83936
ping,27,818345,821249,11,300,636,123,83856
ping,26,822615,825530,11,300,636,123,83904
ping,25,826875,829773,11,300,636,123,83840
ping,24,831175,834083,11,300,636,123,83904
ping,23,835475,838382,11,300,636,123,83888
ping,22,839735,842661,11,199,434,123,84016
ping,21,843985,None,11,199,434,124,83936
ping,20,855285,858189,11,300,636,123,83872
ping,19,859566,862470,11,300,636,123,83904
ping,18,863821,866709,11,300,636,123,83872
ping,17,868085,870989,11,300,636,123,83872
ping,16,872366,None,11,300,636,123,83600
ping,15,883705,886612,11,502,1040,123,83712
ping,14,887965,890869,11,300,636,123,83936
ping,13,892235,895159,11,300,636,123,83920
ping,12,896485,899389,11,300,636,123,83904
ping,11,902545,905453,11,300,636,123,83904
ping,10,906825,None,11,300,636,123,83888
ping,9,918145,921049,11,300,636,123,83920
ping,8,922405,925313,11,300,636,123,83904
ping,7,926665,929569,11,300,636,123,83936
ping,6,930905,933821,11,300,636,123,83936
ping,5,935185,938079,11,300,636,123,83936
ping,4,939441,942359,11,300,636,123,83936
ping,3,943725,946629,11,300,636,123,83936
ping,2,947985,950904,11,300,636,123,83920
ping,1,952265,955171,11,300,636,123,83920
